1.344000000000000000e+03	2.660000000000000000e+03	6.973900000000000000e+04
1.277000000000000000e+03	4.260000000000000000e+02	5.524257225433524582e+04
8.440000000000000000e+02	3.423000000000000000e+03	1.128284502923976397e+05
1.998000000000000000e+03	1.706000000000000000e+03	7.095072588832490146e+04
1.132000000000000000e+03	2.697000000000000000e+03	1.233195631067961222e+05
8.960000000000000000e+02	3.096000000000000000e+03	7.153650000000000000e+04
1.662000000000000000e+03	2.866000000000000000e+03	1.598432574257425731e+05
6.400000000000000000e+02	3.353000000000000000e+03	1.427798596491228091e+05
1.104000000000000000e+03	4.260000000000000000e+02	1.579690173410404532e+04
1.217000000000000000e+03	4.260000000000000000e+02	6.199694952681387076e+04
2.580000000000000000e+02	8.390000000000000000e+02	1.174405216400910867e+05
1.240000000000000000e+03	4.260000000000000000e+02	6.345630635838150920e+04
1.259000000000000000e+03	4.260000000000000000e+02	1.278703599999999860e+05
1.152000000000000000e+03	4.260000000000000000e+02	2.962282608695651288e+04
1.186000000000000000e+03	4.260000000000000000e+02	3.059652186588921177e+04
1.385000000000000000e+03	4.410000000000000000e+02	1.278137345132743940e+04
1.740000000000000000e+03	3.298000000000000000e+03	1.295414174757282017e+05
2.340000000000000000e+03	4.220000000000000000e+02	1.610611941747572273e+05
2.304000000000000000e+03	4.160000000000000000e+03	6.048650000000000000e+04
1.292000000000000000e+03	5.000000000000000000e+02	1.302626644295301521e+05
1.880000000000000000e+03	1.764000000000000000e+03	6.444600000000000000e+04
2.077000000000000000e+03	1.667000000000000000e+03	6.507800000000000000e+04
1.310000000000000000e+03	2.696000000000000000e+03	6.344179591836733744e+04
2.338000000000000000e+03	3.070000000000000000e+03	9.172733009708742611e+04
2.009000000000000000e+03	2.587000000000000000e+03	5.378837777777778683e+04
2.099000000000000000e+03	7.480000000000000000e+02	1.111329805825243238e+05
2.139000000000000000e+03	9.560000000000000000e+02	6.608091262135922443e+04
2.114000000000000000e+03	2.557000000000000000e+03	6.050104854368930683e+04
2.106000000000000000e+03	4.363000000000000000e+03	8.897881553398061078e+04
8.520000000000000000e+02	1.164000000000000000e+03	1.088745242718446534e+05
1.237000000000000000e+03	1.064000000000000000e+03	5.337512500000000000e+04
1.632000000000000000e+03	2.223000000000000000e+03	5.367396116504853126e+04
1.571000000000000000e+03	3.274000000000000000e+03	4.359993203883490060e+04
1.401000000000000000e+03	1.144000000000000000e+03	8.352947572815534659e+04
2.490000000000000000e+02	1.402000000000000000e+03	5.164128352490422549e+04
1.118000000000000000e+03	2.830000000000000000e+02	9.862870114942523651e+04
2.052000000000000000e+03	9.400000000000000000e+02	5.899189473684207769e+04
1.067000000000000000e+03	3.391000000000000000e+03	6.691741747572820168e+04
5.130000000000000000e+02	3.905000000000000000e+03	7.274990835579519626e+04
1.243000000000000000e+03	3.453000000000000000e+03	4.501850000000000000e+04
1.714000000000000000e+03	3.190000000000000000e+02	5.785282456140348222e+04
1.248000000000000000e+03	5.740000000000000000e+02	9.111870621468930040e+04
1.260000000000000000e+03	3.000000000000000000e+03	4.542596551724139135e+04
2.139000000000000000e+03	3.061000000000000000e+03	3.858176470588240772e+04
6.270000000000000000e+02	2.940000000000000000e+02	7.366799029126216192e+04
1.266000000000000000e+03	2.983000000000000000e+03	3.968061386138608214e+04
1.668000000000000000e+03	3.427000000000000000e+03	3.808200000000000000e+04
1.024000000000000000e+03	2.410000000000000000e+02	8.907938461538462434e+04
2.200000000000000000e+03	3.536000000000000000e+03	4.212882608695654199e+04
8.690000000000000000e+02	2.882000000000000000e+03	5.525950000000000000e+04
9.110000000000000000e+02	1.605000000000000000e+03	4.047865060240961611e+04
1.856000000000000000e+03	3.032000000000000000e+03	3.744688349514559377e+04
1.141000000000000000e+03	3.479000000000000000e+03	4.787350000000000000e+04
1.969000000000000000e+03	2.161000000000000000e+03	6.728580180180177558e+04
1.323000000000000000e+03	1.728000000000000000e+03	8.679256310679612216e+04
3.220000000000000000e+02	2.791000000000000000e+03	2.764131088082902716e+04
1.012000000000000000e+03	2.114000000000000000e+03	3.784050000000000000e+04
5.460000000000000000e+02	3.953000000000000000e+03	7.519911650485440623e+04
1.660000000000000000e+03	2.010000000000000000e+03	7.777492233009706251e+04
2.079000000000000000e+03	1.394000000000000000e+03	7.777346601941750851e+04
1.976000000000000000e+03	1.982000000000000000e+03	4.338584466019412503e+04
9.690000000000000000e+02	2.420000000000000000e+03	3.754440223463682923e+04
1.906000000000000000e+03	1.956000000000000000e+03	9.397012280701752752e+04
1.722000000000000000e+03	3.337000000000000000e+03	6.421937931034481153e+04
1.879000000000000000e+03	2.370000000000000000e+03	6.784396116504853126e+04
9.950000000000000000e+02	2.745000000000000000e+03	3.634287500000000000e+04
1.170000000000000000e+03	2.886000000000000000e+03	4.106214955357142026e+04
1.963000000000000000e+03	1.562000000000000000e+03	6.664201599999994505e+04
1.105000000000000000e+03	9.100000000000000000e+02	7.084962500000000000e+04
1.475000000000000000e+03	4.011000000000000000e+03	2.818900000000000000e+04
6.870000000000000000e+02	2.940000000000000000e+02	5.790774496644292958e+04
1.791000000000000000e+03	3.355000000000000000e+03	3.101335643564350903e+04
4.900000000000000000e+02	4.094000000000000000e+03	3.152018670076725539e+04
2.335000000000000000e+03	1.383000000000000000e+03	7.150117821782175452e+04
1.866000000000000000e+03	2.698000000000000000e+03	3.182448543689318467e+04
2.090000000000000000e+03	1.560000000000000000e+03	7.110942718446603976e+04
1.366000000000000000e+03	4.070000000000000000e+03	3.131540000000002328e+04
1.215000000000000000e+03	1.041000000000000000e+03	3.370000000000000000e+04
5.630000000000000000e+02	3.177000000000000000e+03	3.420879352226719493e+04
1.073000000000000000e+03	1.936000000000000000e+03	6.058576315789471846e+04
1.397000000000000000e+03	1.680000000000000000e+03	3.172121929824561812e+04
1.215000000000000000e+03	3.245000000000000000e+03	2.823788349514559377e+04
1.012000000000000000e+03	7.570000000000000000e+02	5.534955445544549730e+04
9.000000000000000000e+02	2.865000000000000000e+03	2.884296875000000000e+04
1.516000000000000000e+03	2.485000000000000000e+03	2.849813043478259351e+04
2.230000000000000000e+03	2.510000000000000000e+02	3.858563392857142026e+04
1.580000000000000000e+03	1.499000000000000000e+03	4.230186407766991761e+04
1.200000000000000000e+03	3.185000000000000000e+03	4.317236912751675118e+04
1.799000000000000000e+03	4.610000000000000000e+02	5.759583333333337214e+04
1.466000000000000000e+03	3.482000000000000000e+03	4.927747572815534659e+04
2.450000000000000000e+02	3.132000000000000000e+03	2.745034412955463631e+04
7.170000000000000000e+02	1.104000000000000000e+03	4.806170179948583245e+04
2.125000000000000000e+03	4.284000000000000000e+03	3.662238383838383015e+04
9.750000000000000000e+02	2.907000000000000000e+03	2.623072874493926065e+04
8.280000000000000000e+02	2.670000000000000000e+03	3.796325423728814349e+04
1.285000000000000000e+03	3.381000000000000000e+03	4.393407894736842718e+04
9.080000000000000000e+02	3.395000000000000000e+03	4.545281714285712224e+04
4.040000000000000000e+02	1.250000000000000000e+03	2.772896446700504748e+04
6.880000000000000000e+02	3.349000000000000000e+03	5.451086842105264077e+04
1.882000000000000000e+03	3.260000000000000000e+03	4.923372815533983521e+04
1.733000000000000000e+03	8.540000000000000000e+02	5.531052427184465341e+04
1.177000000000000000e+03	1.010000000000000000e+03	4.689237434554973152e+04
1.110000000000000000e+03	2.585000000000000000e+03	5.305763576158939395e+04
2.198000000000000000e+03	3.548000000000000000e+03	4.247735135135136079e+04
9.080000000000000000e+02	3.224000000000000000e+03	4.197719072164944373e+04
1.034000000000000000e+03	9.270000000000000000e+02	5.085436893203877844e+04
1.872000000000000000e+03	1.290000000000000000e+03	3.567766019417473581e+04
8.710000000000000000e+02	2.402000000000000000e+03	2.321048888888891088e+04
6.130000000000000000e+02	2.777000000000000000e+03	3.708768041237111902e+04
1.280000000000000000e+03	4.337000000000000000e+03	2.217223999999999069e+04
1.333000000000000000e+03	2.957000000000000000e+03	3.538665048543689772e+04
2.281000000000000000e+03	2.641000000000000000e+03	4.311061165048542898e+04
3.380000000000000000e+02	3.855000000000000000e+03	5.218990384615387302e+04
5.760000000000000000e+02	9.280000000000000000e+02	2.184073234200745355e+04
4.420000000000000000e+02	2.519000000000000000e+03	4.546311235955054872e+04
6.070000000000000000e+02	3.305000000000000000e+03	6.686481720430112910e+04
1.822000000000000000e+03	6.100000000000000000e+02	2.768144660194171593e+04
1.992000000000000000e+03	9.800000000000000000e+02	3.847437864077673294e+04
1.335000000000000000e+03	8.340000000000000000e+02	4.246812871287134476e+04
1.101000000000000000e+03	3.876000000000000000e+03	2.324791629955946701e+04
2.113000000000000000e+03	4.710000000000000000e+02	5.098989320388354827e+04
1.956000000000000000e+03	1.011000000000000000e+03	4.341207766990293749e+04
2.278000000000000000e+03	3.135000000000000000e+03	2.075972815533983521e+04
2.139000000000000000e+03	4.072000000000000000e+03	2.297304761904757470e+04
4.570000000000000000e+02	3.886000000000000000e+03	4.638518446601938922e+04
5.480000000000000000e+02	1.907000000000000000e+03	2.103987012987013441e+04
3.720000000000000000e+02	2.971000000000000000e+03	3.888927184466016479e+04
1.299000000000000000e+03	1.463000000000000000e+03	2.167500000000000000e+04
2.113000000000000000e+03	3.146000000000000000e+03	3.491209708737861365e+04
2.170000000000000000e+03	2.210000000000000000e+03	4.076528155339800287e+04
